	Control_med_T0-1	Control_med_T0-2	Control_med_T0-3	Control_med_T1h-1	Control_med_T1h-2	Control_med_T1h-3	Control_med_T2h-1	Control_med_T2h-2	Control_med_T2h-3	Control_med_T4h-1	Control_med_T4h-2	Control_med_T4h-3	Control_med_T6h-1	Control_med_T6h-2	Control_med_T6h-3	Control_med_T24h-1	Control_med_T24h-2	Control_med_T24h-3	L-Cycloserine_med_T0-1	L-Cycloserine_med_T0-2	L-Cycloserine_med_T0-3	L-Cycloserine_med_T1h-1	L-Cycloserine_med_T1h-2	L-Cycloserine_med_T1h-3	L-Cycloserine_med_T2h-1	L-Cycloserine_med_T2h-2	L-Cycloserine_med_T2h-3	L-Cycloserine_med_T4h-1	L-Cycloserine_med_T4h-2	L-Cycloserine_med_T4h-3	L-Cycloserine_med_T6h-1	L-Cycloserine_med_T6h-2	L-Cycloserine_med_T6h-3	L-Cycloserine_med_T24h-1	L-Cycloserine_med_T24h-2	L-Cycloserine_med_T24h-3
L-Phenylalanine_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Phenylalanine_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Phenylalanine_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glycine_m+0	1.0122	1.0101	1.01	1.0116	1.0091	1.0103	1.0081	1.0055	1.0123	1.0091	1.0081	1.0105	1.0121	1.0073	1.0117	1.0079	1.0087	1.0093	1.008	1.0117	1.0069	1.008	1.0068	1.0064	1.009	1.0073	1.007	1.0072	1.0101	1.0103	1.0098	1.0053	1.0067	1.0067	1.0086	1.0076
Glycine_m+1	-0.0122	-0.0101	-0.01	-0.0116	-0.0091	-0.0103	-0.0081	-0.0055	-0.0123	-0.0091	-0.0081	-0.0105	-0.0121	-0.0073	-0.0117	-0.0079	-0.0087	-0.0093	-0.008	-0.0117	-0.0069	-0.008	-0.0068	-0.0064	-0.009	-0.0073	-0.007	-0.0072	-0.0101	-0.0103	-0.0098	-0.0053	-0.0067	-0.0067	-0.0086	-0.0076
Glycine_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Alanine_m+0	1.0125	1.0244	1.0222	1.0196	1.0087	0.9995	1.0114	1.0209	1.0284	1.0227	1.0126	1.0089	1.0146	1.0042	1.0092	0.8601	0.898	0.8759	1.0309	1.0082	1.0199	1.0296	1.0293	1.0248	1.0167	1.0204	1.0131	1.0208	1.0081	1.0192	1.0279	1.0181	1.0103	1.0133	1.0254	1.0207
L-Alanine_m+1	-0.0124	-0.0246	-0.0223	-0.0197	-0.0121	-0.0034	-0.0113	-0.0248	-0.0287	-0.0228	-0.0125	-0.0142	-0.0288	-0.0146	-0.016	-0.0173	-0.0222	-0.0174	-0.0312	-0.008	-0.0199	-0.0299	-0.0296	-0.025	-0.0167	-0.0205	-0.013	-0.0209	-0.0079	-0.0192	-0.0282	-0.0181	-0.0102	-0.0132	-0.0256	-0.0208
L-Alanine_m+2	-0.0001	0.0002	0.0001	0.0001	-0.0001	-0.0003	-0.0001	0.0002	0.0003	0.0001	-0.0001	-0.0001	0.0003	0.0	0.0	0.0001	0.0002	0.0001	0.0003	-0.0002	0.0001	0.0003	0.0003	0.0002	0.0	0.0001	-0.0001	0.0001	-0.0002	0.0	0.0002	0.0	-0.0001	-0.0001	0.0002	0.0001
L-Alanine_m+3	0.0	0.0	0.0	0.0	0.0036	0.0041	0.0	0.0037	0.0	0.0	0.0	0.0053	0.014	0.0104	0.0068	0.1571	0.124	0.1415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+0	1.0088	1.0092	1.0054	1.0086	1.0101	1.0053	1.014	1.0083	1.0068	1.0112	1.0104	1.0084	1.0077	1.0107	1.0135	1.0079	1.0092	1.011	1.0099	1.0136	1.0095	1.0099	1.0069	1.0062	1.0114	1.0105	1.0064	1.0067	1.0089	1.0066	1.0109	1.0095	1.0043	1.0092	1.0085	1.0125
L-Histidine_m+1	-0.0088	-0.0092	-0.0054	-0.0086	-0.0101	-0.0053	-0.014	-0.0083	-0.0068	-0.0112	-0.0104	-0.0084	-0.0077	-0.0107	-0.0135	-0.0079	-0.0092	-0.011	-0.0099	-0.0136	-0.0095	-0.0099	-0.0069	-0.0062	-0.0114	-0.0105	-0.0064	-0.0067	-0.0089	-0.0066	-0.0109	-0.0095	-0.0043	-0.0092	-0.0085	-0.0125
L-Histidine_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Proline_m+0	0.9939	0.9872	0.975	0.9946	1.0101	0.9811	0.9545	1.0017	0.9877	0.9783	0.9892	0.9771	0.9851	1.0041	0.9879	1.0066	0.9809	0.9924	1.0215	1.0073	1.0077	0.9799	0.9998	1.0186	0.9869	1.0	0.9695	1.0036	0.9802	1.0143	1.0121	0.9986	0.9778	0.971	0.9895	0.9737
L-Proline_m+1	0.0076	0.0147	0.0273	0.0069	-0.0093	0.021	0.0488	-0.0005	0.0141	0.0239	0.0125	0.0252	0.0169	-0.0031	0.0139	-0.0056	0.0212	0.0092	-0.0212	-0.0064	-0.0068	0.0223	0.0014	-0.0182	0.0149	0.0013	0.0331	-0.0025	0.0219	-0.0137	-0.0114	0.0028	0.017	0.0189	0.0054	0.0235
L-Proline_m+2	-0.0016	-0.0019	-0.0024	-0.0015	-0.0008	-0.0021	-0.0033	-0.0012	-0.0018	-0.0023	-0.0018	-0.0023	-0.002	-0.0011	-0.0018	-0.001	-0.0021	-0.0016	-0.0003	-0.001	-0.0009	-0.0022	-0.0013	-0.0004	-0.0019	-0.0013	-0.0027	-0.0011	-0.0022	-0.0006	-0.0007	-0.0014	-0.002	-0.002	-0.0015	-0.0022
L-Proline_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0073	0.0125	0.0067	0.0052
L-Proline_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0002	-0.0003	-0.0001	-0.0001
L-Proline_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Serine_m+0	1.0087	1.0085	1.0074	1.0072	1.006	1.0056	1.0061	1.0078	1.0067	1.0056	1.0071	1.0064	1.0059	1.0061	1.0063	1.0055	1.0063	1.0078	1.0063	1.0052	1.0071	1.0055	1.007	1.0061	1.0073	1.007	1.0067	1.0075	1.0068	1.0078	1.006	1.0064	1.0071	1.008	1.0067	1.0065
L-Serine_m+1	-0.0085	-0.0083	-0.0073	-0.007	-0.0057	-0.0055	-0.0059	-0.0076	-0.0065	-0.0053	-0.0069	-0.0062	-0.0057	-0.0059	-0.0061	-0.0052	-0.0061	-0.0077	-0.0061	-0.0049	-0.007	-0.0053	-0.0068	-0.0058	-0.007	-0.0068	-0.0064	-0.0073	-0.0066	-0.0076	-0.0058	-0.0061	-0.0069	-0.0078	-0.0065	-0.0063
L-Serine_m+2	-0.0002	-0.0002	-0.0001	-0.0002	-0.0002	-0.0001	-0.0002	-0.0002	-0.0002	-0.0003	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0003	-0.0002	-0.0001	-0.0002	-0.0003	-0.0001	-0.0001	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002
L-Serine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+0	1.0479	1.0278	1.0573	1.0411	1.0528	1.0536	1.0458	1.058	1.0256	1.0313	1.0372	1.037	1.0401	1.0463	1.0188	1.0451	1.0412	1.0303	1.0355	1.0337	1.0406	1.0436	1.049	1.034	1.0498	1.055	1.0343	1.043	1.0422	1.0415	1.0394	1.0437	1.0425	1.0428	1.0362	1.0379
L-Tryptophan_m+1	-0.0479	-0.0278	-0.0573	-0.0411	-0.0528	-0.0536	-0.0458	-0.058	-0.0256	-0.0313	-0.0372	-0.037	-0.0401	-0.0463	-0.0188	-0.0451	-0.0412	-0.0303	-0.0355	-0.0337	-0.0406	-0.0436	-0.049	-0.034	-0.0498	-0.055	-0.0343	-0.043	-0.0422	-0.0415	-0.0394	-0.0437	-0.0425	-0.0428	-0.0362	-0.0379
L-Tryptophan_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine_m+0	1.0022	1.003	1.0017	1.0026	1.0021	1.0026	1.0027	1.0016	1.0026	1.0009	1.0018	1.0022	1.0021	1.0022	1.002	1.0022	1.0026	1.0026	1.0031	1.002	1.0027	1.0021	1.0025	1.0013	1.0022	1.0028	1.0017	1.0028	1.0031	1.003	1.0013	1.0032	1.0027	1.0028	1.0022	1.0017
L-Valine_m+1	-0.0017	-0.0025	-0.0012	-0.0018	-0.0015	-0.0023	-0.0021	-0.001	-0.0018	-0.0001	-0.0011	-0.0018	-0.0014	-0.0016	-0.0015	-0.0017	-0.0022	-0.0019	-0.0025	-0.0013	-0.0019	-0.0014	-0.0017	-0.0008	-0.0015	-0.0021	-0.0011	-0.0022	-0.0026	-0.0023	-0.0007	-0.0028	-0.002	-0.0023	-0.0017	-0.0011
L-Valine_m+2	-0.0005	-0.0006	-0.0005	-0.0008	-0.0006	-0.0002	-0.0006	-0.0007	-0.0008	-0.0008	-0.0007	-0.0005	-0.0007	-0.0006	-0.0006	-0.0006	-0.0005	-0.0008	-0.0006	-0.0006	-0.0008	-0.0008	-0.0007	-0.0005	-0.0007	-0.0008	-0.0007	-0.0006	-0.0005	-0.0007	-0.0006	-0.0004	-0.0007	-0.0005	-0.0005	-0.0006
L-Valine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+0	1.006	1.0088	1.0072	1.0088	1.0087	1.0047	1.0036	1.0079	1.009	1.0062	1.0074	1.0084	1.0051	1.0095	1.007	1.0002	1.0113	1.0058	1.0051	1.0031	1.009	1.0053	1.0087	1.0077	1.0098	1.0103	1.0067	1.0082	1.007	1.0101	1.0077	1.006	1.0071	1.0091	1.005	1.005
L-Arginine_m+1	-0.006	-0.0088	-0.0072	-0.0088	-0.0087	-0.0047	-0.0036	-0.0079	-0.009	-0.0062	-0.0074	-0.0084	-0.0051	-0.0095	-0.007	-0.0002	-0.0113	-0.0058	-0.0051	-0.0031	-0.009	-0.0053	-0.0087	-0.0077	-0.0098	-0.0103	-0.0067	-0.0082	-0.007	-0.0101	-0.0077	-0.006	-0.0071	-0.0091	-0.005	-0.005
L-Arginine_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Asparagine_m+0	1.022	1.007	1.0042	1.0231	1.0089	0.9978	1.0121	1.0154	1.0198	1.0165	1.0213	1.0316	1.0156	1.0099	1.0087	1.0234	1.0097	1.0077	0.9997	1.0036	1.0051	1.0017	1.0061	1.0201	1.0057	1.0128	1.0342	1.0135	1.0128	0.9938	0.9953	1.0113	1.0162	1.0237	1.0133	1.0122
L-Asparagine_m+1	-0.022	-0.0065	-0.0036	-0.0231	-0.0085	-0.0027	-0.0117	-0.0152	-0.0197	-0.0224	-0.0213	-0.0319	-0.0154	-0.0095	-0.0083	-0.0235	-0.0092	-0.0072	-0.0107	-0.003	-0.0045	-0.001	-0.0055	-0.0201	-0.0051	-0.0125	-0.0346	-0.0132	-0.0125	0.0013	0.0009	-0.011	-0.016	-0.0238	-0.013	-0.0119
L-Asparagine_m+2	0.0	-0.0005	-0.0006	0.0	-0.0005	0.0051	-0.0004	-0.0002	-0.0001	0.006	0.0	0.0003	-0.0002	-0.0004	-0.0005	0.0	-0.0004	-0.0005	0.0112	-0.0006	-0.0006	-0.0007	-0.0006	-0.0001	-0.0006	-0.0003	0.0004	-0.0003	-0.0003	0.005	0.0039	-0.0004	-0.0002	0.0	-0.0003	-0.0004
L-Asparagine_m+3	0.0	0.0	0.0	0.0	0.0	-0.0001	0.0	0.0	0.0	-0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0001	-0.0001	0.0	0.0	0.0	0.0	0.0
L-Asparagine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Threonine_m+0	1.0062	1.0033	1.0064	1.0045	1.0041	1.0045	1.0046	1.0096	1.0027	1.0047	1.0041	1.0049	1.0059	1.0068	1.0073	1.0041	1.007	1.009	1.0047	1.0047	1.004	1.0071	1.0082	1.0045	1.004	1.0078	1.0077	1.0022	1.0039	1.0045	1.0098	1.0069	1.0058	1.0107	1.0089	1.0068
L-Threonine_m+1	-0.006	-0.003	-0.0061	-0.0042	-0.0039	-0.004	-0.0042	-0.0094	-0.0024	-0.0044	-0.0038	-0.0046	-0.0057	-0.0067	-0.0071	-0.0038	-0.0069	-0.0089	-0.0042	-0.0044	-0.0036	-0.0069	-0.0081	-0.0042	-0.0038	-0.0077	-0.0073	-0.0018	-0.0037	-0.0041	-0.0097	-0.0067	-0.0056	-0.0107	-0.009	-0.0067
