metabolite_or_isotopologue	sgLDHAB_T0-1	sgLDHAB_T0-2	sgLDHAB_T0-3	Cont_T0-1	Cont_T0-2	Cont_T0-3	sgLDHAB_T24-1	sgLDHAB_T24-2	sgLDHAB_T24-3	Cont_T24-1	Cont_T24-2	Cont_T24-3	sgLDHAB_T48-1	sgLDHAB_T48-2	sgLDHAB_T48-3	Cont_T48-1	Cont_T48-2	Cont_T48-3
ADP_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039020853	0.032426655	0.03731608	0.0	0.0	0.0	0.029213707	0.029849879	0.028769842
ADP_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009585983	0.006932577	0.008524023	0.0	0.0	0.0	0.007624002	0.006767461	0.007509131
ADP_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49e-05	1.95e-05	0.0	0.0	0.0	0.00014265	0.000109396	0.000227791
AMP_m+0	0.993593519	0.993540082	0.992266978	0.994850844	1.0	1.0	0.299164018	0.346564295	0.329088105	0.632061168	0.669300272	0.650325728	0.53752579	0.563320759	0.570271883	0.617360474	0.629601421	0.612157496
AMP_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMP_m+10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMP_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.01511535	0.014420659	0.014605948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMP_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.024952895	0.025554121	0.023034934	0.0	0.0	0.0	0.011157156	0.008496601	0.010962047	0.0	0.0	0.0
AMP_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.03258129	0.031862439	0.031073327	0.008959461	0.008103709	0.008432892	0.01998717	0.022457549	0.020368027	0.010080073	0.009760698	0.009455389
AMP_m+5	0.006406481	0.006459918	0.007733022	0.005149156	0.0	0.0	0.628186447	0.581598487	0.602197686	0.271620687	0.24818592	0.260073726	0.431329883	0.40572509	0.398398043	0.300991429	0.28146457	0.300364558
AMP_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059080234	0.049438062	0.052654773	0.0	0.0	0.0	0.045675501	0.052067403	0.049330996
AMP_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021177081	0.018784096	0.02098813	0.0	0.0	0.0	0.018917586	0.019862204	0.020781377
AMP_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007101369	0.006187941	0.007524752	0.0	0.0	0.0	0.006974936	0.007243704	0.007910184
AMP_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP_m+0	0.993073464	0.992469966	0.991933569	0.993577433	0.993546847	0.993265866	0.335389533	0.305804295	0.294553366	0.563167155	0.5867324	0.573790886	0.165396676	0.108533559	0.089716352	0.576342008	0.564144117	0.558504444
ATP_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP_m+10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.006474787	0.008357449	0.010672696	0.0	0.0	0.0	0.000368881	0.00179149	0.002866365	0.0	0.0	0.0
ATP_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.017200043	0.01886122	0.019799004	0.0	0.0	0.0	0.006038584	0.006985283	0.007240399	8.3e-07	0.0	0.0
ATP_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.02347359	0.02586362	0.025971904	0.007840827	0.007014524	0.007616406	0.023919049	0.026896049	0.02667804	0.008560609	0.00895812	0.00868347
ATP_m+5	0.006926536	0.007530034	0.008066431	0.005774741	0.005838284	0.006045205	0.616147128	0.641113416	0.64900303	0.298471235	0.291244443	0.293607809	0.801714757	0.85579362	0.873498845	0.32193206	0.329991159	0.334554899
ATP_m+6	0.0	0.0	0.0	0.000582166	0.000552663	0.000556903	0.0	0.0	0.0	0.088825071	0.081240039	0.085271736	0.0	0.0	0.0	0.067903878	0.070055517	0.070700899
ATP_m+7	0.0	0.0	0.0	6.57e-05	6.22e-05	0.000132026	0.0	0.0	0.0	0.034304948	0.027742042	0.033445395	0.0	0.0	0.0	0.019702566	0.02090287	0.021406744
ATP_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.00131492	0.0	0.0	0.007390764	0.006003394	0.006247249	0.002562053	0.0	0.0	0.005327852	0.005785692	0.005849505
ATP_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32e-05	2.05e-05	0.0	0.0	0.0	0.000230198	0.000162526	0.00030004
CDP_m+0	1.0	1.0	1.0	1.0	1.0	1.0	0.948203657	0.947040379	0.962646998	0.812265366	0.837172974	0.825485143	0.804297912	0.800364157	0.802169779	0.88407407	0.871330068	0.877729124
CDP_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDP_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDP_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDP_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDP_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.051796343	0.052959621	0.037353002	0.042623774	0.039566383	0.042973467	0.195702088	0.199635843	0.197830221	0.032200799	0.036745798	0.031965023
CDP_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007291215	0.008208163	0.007159542	0.0	0.0	0.0	0.0	0.0	0.0
CDP_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103197649	0.083919465	0.091855332	0.0	0.0	0.0	0.058589927	0.067158563	0.062812918
CDP_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034621997	0.031133015	0.032526518	0.0	0.0	0.0	0.025135204	0.024765572	0.027492935
CDP_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMP_m+0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.84243126	0.866852895	0.868085105	0.0	0.0	0.0	0.88141939	0.85894238	0.871310023
CMP_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMP_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMP_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMP_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMP_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04304257	0.031415035	0.03492943	0.0	0.0	0.0	0.032443464	0.036753416	0.034315249
CMP_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMP_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083710416	0.07806821	0.076877292	0.0	0.0	0.0	0.062217397	0.07652982	0.068003845
CMP_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030815753	0.02366386	0.020108174	0.0	0.0	0.0	0.023919749	0.027774384	0.026370883
CMP_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTP_m+0	1.0	1.0	1.0	1.0	1.0	1.0	0.944069345	0.943840105	0.946181032	0.767272482	0.800490093	0.784262509	0.869508797	0.749204237	0.749558508	0.882794969	0.87796345	0.872282938
CTP_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTP_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTP_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTP_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001729494	0.001616231	0.001664818	0.0	0.0	0.0	0.0	0.0	0.0
CTP_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.055930655	0.056159895	0.053818968	0.053206463	0.044244647	0.048591671	0.130491203	0.250795763	0.250441492	0.030266311	0.030744545	0.033117196
CTP_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007996052	0.008334273	0.007771047	0.0	0.0	0.0	0.004955182	0.006069058	0.006546176
CTP_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128294838	0.110209292	0.119933391	0.0	0.0	0.0	0.057974509	0.060779676	0.062958896
CTP_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041500671	0.035105463	0.037776564	0.0	0.0	0.0	0.024009028	0.024443271	0.025094794
CTP_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDP_m+0	0.990868875	0.990749633	0.989783972	0.958347486	0.96109565	0.955841637	0.513090888	0.532122856	0.539318593	0.328592318	0.321729181	0.324367097	0.463035444	0.478503197	0.457661421	0.359560426	0.361397894	0.348881901
GDP_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDP_m+10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDP_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.004478048	0.003951083	0.003061988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDP_m+3	0.0	0.0	0.0	0.000242299	0.0	0.0	0.016894136	0.01711488	0.016955678	0.001749139	0.001662466	0.001823051	0.0	0.0	0.0	0.001953771	0.002096448	0.001758736
GDP_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.018165146	0.016015477	0.016031688	0.016025049	0.016156764	0.016069556	0.024213983	0.024593188	0.019358692	0.018689825	0.01801383	0.01680695
GDP_m+5	0.009131125	0.009250367	0.010216028	0.039693694	0.036881441	0.042548237	0.447371782	0.430795705	0.424632053	0.562099671	0.58644652	0.571109459	0.512750573	0.496903615	0.522979888	0.568047702	0.567818084	0.588407377
GDP_m+6	0.0	0.0	0.0	0.001716521	0.002022909	0.001610126	0.0	0.0	0.0	0.068338489	0.056531919	0.064387754	0.0	0.0	0.0	0.04023552	0.037312768	0.032830199
GDP_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017572331	0.011522304	0.016291424	0.0	0.0	0.0	0.007217019	0.008557244	0.006489961
GDP_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005623003	0.005950847	0.005951659	0.0	0.0	0.0	0.004295737	0.004803732	0.004824875
GDP_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GMP_m+0	0.994710964	0.995314585	0.995084818	0.980968019	0.976607369	0.975046416	0.590212853	0.658092241	0.682572665	0.379500498	0.411114912	0.367660774	0.78509889	0.774106687	0.786100282	0.487572866	0.517811333	0.512098053
GMP_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GMP_m+10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GMP_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GMP_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.014376262	0.013818367	0.012456135	0.0	0.0	0.0	0.005385331	0.005004858	0.005405907	0.0	0.0	0.0
GMP_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.014600152	0.011577113	0.01151995	0.013120695	0.010105449	0.013069903	0.008386895	0.007790078	0.007716967	0.014528731	0.012067668	0.01274787
GMP_m+5	0.005289036	0.004685415	0.004915182	0.019031981	0.023392631	0.024953584	0.380810733	0.31651228	0.29345125	0.572418253	0.548241145	0.581260748	0.201128884	0.213098377	0.200776843	0.473225158	0.444633472	0.453512842
GMP_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034960555	0.030538494	0.038008575	0.0	0.0	0.0	0.024673244	0.025487527	0.021641235
GMP_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GMP_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GMP_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTP_m+0	0.993907069	0.994564107	0.992221206	0.963202238	0.968721082	0.959886094	0.498762209	0.513790784	0.540979005	0.326031367	0.309706488	0.324059921	0.310142452	0.358147254	0.297201796	0.350190765	0.340407927	0.305941139
GTP_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTP_m+10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTP_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.003020691	0.002809884	0.001896161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTP_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.017789659	0.015701753	0.015242481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTP_m+4	0.0	0.0	0.0	0.001221529	0.000602953	0.001218814	0.018481201	0.017429708	0.018381655	0.016209485	0.016105513	0.016113531	0.016872107	0.0	0.0	0.017678381	0.019050848	0.018744921
GTP_m+5	0.006092931	0.005435893	0.007778794	0.03386613	0.028474796	0.037487351	0.461946239	0.450267871	0.423500698	0.584786316	0.623892474	0.593033514	0.657944949	0.641852746	0.702798204	0.608236842	0.609808497	0.642628621
GTP_m+6	0.0	0.0	0.0	0.001710103	0.002201169	0.001407741	0.0	0.0	0.0	0.054139633	0.035168378	0.050223273	0.015040491	0.0	0.0	0.014949256	0.023651794	0.022983023
GTP_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013318932	0.009135777	0.011328642	0.0	0.0	0.0	0.005226819	0.001941513	0.003487441
GTP_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005514267	0.005991369	0.005241119	0.0	0.0	0.0	0.003717937	0.005139421	0.006214854
GTP_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UDP_m+0	0.940604113	0.935634387	0.927388757	0.910980544	0.911290244	0.906876943	0.537415991	0.545948644	0.558794046	0.355733241	0.374579074	0.366181892	0.241435636	0.249076692	0.217400916	0.462852588	0.460878378	0.46113758
UDP_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UDP_m+2	0.006802297	0.009143125	0.011623425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000849512	0.0	0.000631974	0.0	0.0	0.0
UDP_m+3	0.005111327	0.004993141	0.005470616	0.00119106	0.001295246	0.001351327	0.010101033	0.009411092	0.010739436	0.001255221	0.001225836	0.00147508	0.008667793	0.009480009	0.008539678	0.002141861	0.002049013	0.002101666
UDP_m+4	0.00396016	0.003902159	0.004196617	0.001464691	0.001393356	0.001410725	0.017522734	0.016393078	0.016016041	0.004677196	0.004730725	0.004826737	0.024104942	0.024149954	0.024861544	0.004446422	0.005219367	0.004522698
UDP_m+5	0.038993456	0.041520775	0.046307325	0.042625172	0.04093893	0.043632621	0.398855597	0.397784908	0.388058635	0.173941169	0.170227987	0.171870874	0.716391564	0.710532379	0.742347706	0.147276006	0.142867974	0.139300716
UDP_m+6	0.000186765	0.000143017	0.000101738	0.00208111	0.002569045	0.002730674	0.0	0.0	0.0	0.025546353	0.023902162	0.025698239	0.0	0.0	0.0	0.014010156	0.014556393	0.015111483
UDP_m+7	0.002817788	0.003113419	0.003188559	0.0297013	0.030785864	0.03127363	0.02060491	0.017082352	0.014650505	0.304392942	0.295268756	0.298002943	0.0	0.0	0.0	0.264588623	0.271431069	0.272233025
UDP_m+8	0.001524095	0.001549976	0.001722962	0.011956124	0.011727315	0.01272408	0.015499736	0.013379926	0.011741336	0.134453878	0.130065459	0.131944235	0.008550553	0.006760966	0.006218182	0.104684344	0.102997806	0.105592832
UDP_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UMP_m+0	0.993137097	0.992832433	0.992298059	0.981734052	0.980595716	0.979970196	0.728300609	0.752330045	0.756087816	0.354369776	0.376953472	0.365680135	0.55854749	0.573858401	0.587078741	0.447221734	0.457888489	0.448058355
UMP_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UMP_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UMP_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.004578273	0.004813093	0.004252128	0.001311135	0.00128232	0.001353897	0.006171992	0.005891224	0.006118754	0.001298248	0.001331619	0.001148244
UMP_m+4	0.000601386	0.000656747	0.00079136	0.000290455	0.000143072	0.000344792	0.008596705	0.008244119	0.008245037	0.004714368	0.004730065	0.004791504	0.015353105	0.01624743	0.015866415	0.004553275	0.004450117	0.004696367
UMP_m+5	0.005860169	0.006125785	0.006427233	0.007885318	0.008710052	0.008850615	0.141316166	0.129478654	0.124992301	0.170117985	0.163967929	0.168085536	0.382690298	0.379103057	0.368921821	0.144520125	0.140540983	0.142625669
UMP_m+6	0.0	0.0	4.39e-05	0.000681147	0.000603459	0.000662559	0.012903815	0.013259699	0.013856624	0.025929104	0.023346223	0.024511227	0.0	0.0	0.0	0.016712527	0.015574957	0.015731471
UMP_m+7	0.000401347	0.000385036	0.000439461	0.006528193	0.006892142	0.00703797	0.067383236	0.059035841	0.059140784	0.307207874	0.298550734	0.303504083	0.021919941	0.013511462	0.011184568	0.273373629	0.273416363	0.275700113
UMP_m+8	0.0	0.0	0.0	0.002880835	0.003055558	0.003133868	0.036921196	0.032838548	0.03342531	0.136349758	0.131169256	0.132073618	0.015317174	0.011388427	0.0108297	0.112320462	0.106797471	0.112039782
UMP_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTP_m+0	0.94033009	0.941085991	0.930791394	0.911929131	0.915754289	0.90496745	0.490496488	0.50875302	0.53691614	0.363504994	0.383768343	0.374439977	0.188193158	0.15694583	0.135431877	0.495358839	0.503290766	0.499451351
UTP_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTP_m+2	0.009292663	0.006343894	0.011922755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001096157	0.00095271	0.0	0.0	0.0
UTP_m+3	0.005380673	0.005551357	0.005950364	0.001217163	0.001110629	0.001140813	0.008587054	0.009645911	0.012077779	0.000914199	0.001156969	0.001010281	0.00713278	0.008003399	0.007210447	0.000858572	0.001149601	0.00076835
UTP_m+4	0.003929056	0.004529126	0.004545298	0.001460699	0.001336138	0.001535801	0.014289599	0.016159622	0.020023172	0.004604596	0.004719031	0.004938741	0.026446221	0.02788924	0.028340072	0.004408686	0.004396252	0.004438235
UTP_m+5	0.036148852	0.037136471	0.041108966	0.038733929	0.037484	0.041488616	0.328889668	0.385127209	0.393989241	0.172330167	0.166069483	0.168430985	0.742704574	0.798806621	0.822745723	0.128539938	0.124069906	0.123078319
UTP_m+6	0.000317386	0.00050857	0.000446125	0.002646321	0.002484622	0.002963291	0.000329559	0.0	0.0	0.025000135	0.024052352	0.025378593	0.0	0.0	0.0	0.014420202	0.016104985	0.015440391
UTP_m+7	0.003090984	0.00325972	0.0036166	0.03204383	0.03055268	0.035071785	0.11067036	0.053584547	0.022435888	0.300034848	0.290982746	0.294990505	0.018365015	0.0	0.0	0.265484819	0.264549295	0.266023088
UTP_m+8	0.001510296	0.001584872	0.001618498	0.011968928	0.011277642	0.012832243	0.046737274	0.026729692	0.014557779	0.13361106	0.129251076	0.130810918	0.017158252	0.007258753	0.005319171	0.090928944	0.086439195	0.090800267
UTP_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glutamate_m+0	0.880702543	0.875739154	0.855441172	0.586100062	0.614354382	0.637493761	0.650789155	0.64551369	0.580119014	0.276551825	0.338860296	0.280524806	0.844483794	0.873295356	0.79839598	0.401708714	0.501761237	0.450119488
Glutamate_m+1	0.002290976	0.00216317	0.008203682	0.026796174	0.001313828	0.0	0.014703884	0.033320158	0.026422394	0.0	0.0	0.0	0.0	0.0	0.009995092	0.002902455	0.0	0.009689559
Glutamate_m+2	0.102514091	0.104830644	0.11948223	0.290442242	0.286507329	0.23586703	0.217133697	0.177310058	0.234431083	0.220970354	0.200127624	0.233120226	0.097753847	0.044480825	0.115832569	0.241667732	0.206133449	0.228011995
Glutamate_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glutamate_m+4	0.009837423	0.013198304	0.013619889	0.069367363	0.071302905	0.091159757	0.073905396	0.104155949	0.103578379	0.332466689	0.306585852	0.314950683	0.033203293	0.048300061	0.045002977	0.178981895	0.162372961	0.1561356
Glutamate_m+5	0.004654967	0.004068728	0.003253027	0.027294158	0.026521557	0.035479453	0.043467868	0.039700145	0.05544913	0.170011133	0.154426227	0.171404284	0.024559066	0.033923758	0.030773383	0.174739205	0.129732353	0.156043358
Alanine_m+0	0.789485336042278	0.785568019464681	0.794671118961672	0.725148995470995	0.75619677450694	0.772669546696274	0.575506904366842	0.328232552227219	0.270494575054571	0.2697738623206	0.301573666969753	0.240214368560905	0.433432029056536	0.323252124331033	0.299175097707825	0.217074507511843	0.214261568218356	0.225091802246515
Alanine_m+1	0.0007283503031854	0.0032278476407093	0.0	0.0	0.0	0.0	0.0	0.0	0.0018305736007467	0.0	0.0	0.0	0.0074642334817063	0.0031142842717389	0.0053317622388158	2.21e-05	0.0	0.0
Alanine_m+2	0.0085558719790113	0.0090306058018235	0.0077201028864557	0.0021104038493407	0.0056687058427509	0.0	0.0107022801060025	0.0235319525474299	0.0252142812196017	0.0240373015716952	0.0217256827430393	0.0254164686608619	0.0216514297751095	0.0236749188195543	0.0277077664104887	0.021123827531367	0.0229498309741386	0.026546621107501
Alanine_m+3	0.201230441675524	0.202173527092785	0.197608778151871	0.272740600679663	0.238134519650308	0.227330453303725	0.413790815527155	0.64823549522535	0.702460570125079	0.706188836107704	0.676700650287207	0.734369162778232	0.537452307686648	0.649958672577673	0.66778537364287	0.761779584833826	0.762788600807504	0.748361576645983
Aspartate_m+0	0.798875675080291	0.839192103952492	0.819887827488716	0.830066477479467	0.77533420039497	0.831530907197132	0.868278522412087	0.985751911091998	0.805505043133379	0.732263169353648	0.779885685261551	0.726080726648758	0.961822785980949	0.957584728520618	0.939844684068635	0.956511136276272	0.922229282747176	0.914812750282179
Aspartate_m+1	0.0073426086486396	0.0022199645816353	0.0035998050146514	0.0	0.0	0.0041836387331523	0.0070546533049609	0.0	0.0145152813186442	0.0220343886509444	0.0214804289471113	0.0249217745769163	0.0	0.0	0.0	0.0021911613623611	0.0325689084780777	0.0236326045557877
Aspartate_m+2	0.0545919578725349	0.0489812925875288	0.0519897488704768	0.0	0.0336127273226581	0.0	0.0547629636585999	0.0	0.0672328030371888	0.0738153703342591	0.0716195020355339	0.0882002424469044	0.0018673156986677	0.0018531290770524	0.0117030936110577	0.024155466181185	0.0239575409310828	0.032062278234544
Aspartate_m+3	0.1348457666143	0.109290259402512	0.124080722545152	0.169933522520532	0.186599691212282	0.164285454069715	0.049432333237561	0.0142480889080019	0.0764147390314199	0.171887071661147	0.124482676545312	0.156612383899045	0.0363098983203832	0.0380346524559595	0.0447764659289752	0.0171422361801811	0.021244267843663	0.0238724433471405
Aspartate_m+4	0.0043439917842337	0.0003163794758305	0.0004418960810027	0.0	0.0044533810700886	0.0	0.0204715273867909	0.0	0.0363321334793678	0.0	0.0025317072104905	0.0041848724283751	0.0	0.0025274899463698	0.0036757563913311	0.0	0.0	0.0056199235803479
Glutamine_m+0	0.873815239436619	0.876868011253509	0.881203925224354	0.587756198120941	0.562436632336441	0.632816395187703	0.681441881383246	0.556134829967814	0.571024740729811	0.342303404015992	0.395323564826356	0.345084190457262	0.706769321625016	0.719702759197799	0.716659012517717	0.333820426846048	0.391142337953688	0.351273146432608
Glutamine_m+1	0.0031078328187591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glutamine_m+2	0.0907939595210314	0.0935374687258914	0.0889492898015928	0.22800752748748	0.238258960130269	0.214564935942871	0.123787341993268	0.207822191718672	0.175744885464796	0.181981206107542	0.171577923730866	0.189779246289849	0.117428515272186	0.116073442147643	0.116453667632701	0.210612392502724	0.193508310885131	0.206826374777583
Glutamine_m+3	0.0202474135446566	0.0199186710384192	0.0181437449004881	0.081526740690832	0.0916604682943418	0.0693045892112159	0.082579836288059	0.0761644847803516	0.0998201607090435	0.0757315114021303	0.0637475050670334	0.065714556191495	0.0629918050522659	0.0567205391869314	0.059368465375237	0.0941998392687594	0.083833033359339	0.0886833025135649
