	AB_T0_cell-1	AB_T0_cell-2	AB_T0_cell-3	A_T0_cell-1	A_T0_cell-2	A_T0_cell-3	B_T0_cell-1	B_T0_cell-2	B_T0_cell-3	Cont_T0_cell-1	Cont_T0_cell-2	Cont_T0_cell-3	AB_T24_cell-1	AB_T24_cell-2	AB_T24_cell-3	A_T24_cell-1	A_T24_cell-2	A_T24_cell-3	B_T24_cell-1	B_T24_cell-2	B_T24_cell-3	Cont_T24_cell-1	Cont_T24_cell-2	Cont_T24_cell-3	AB_T48_cell-1	AB_T48_cell-2	AB_T48_cell-3	A_T48_cell-1	A_T48_cell-2	A_T48_cell-3	B_T48_cell-1	B_T48_cell-2	B_T48_cell-3	Cont_T48_cell-1	Cont_T48_cell-2	Cont_T48_cell-3
UTP_label7	38330.40638	38141.06161	46892.31667	1134480.491	1007787.685	1052199.254	426366.0115	517803.0409	524726.6287	1401677.239	952682.0448	1397891.999	368789.9759	178380.2501	40113.43157	13260305.79	9679706.825	9383711.857	9401005.181	8619299.506	11034085.03	11000820.97	8402443.6	10254673.87	37970.90154	0	0	2738145.138	1909296.314	2147417.021	2940754.497	5082631.071	4592790.36	1340664.577	994503.5085	999369.5687
UTP_label8	18728.74736	18544.13759	20985.21863	507051.5787	456134.4938	470148.8187	190275.2667	222304.8865	223538.8329	523550.8412	351655.1386	511467.8342	155743.9412	88981.79441	26028.0531	6150890.407	4346718.954	4256404.52	4586818.242	4170685.955	5424273.796	4898868.797	3732265.531	4547344.01	35475.83885	15323.77238	11937.31908	1215639.959	793658.5053	920554.6479	1391484.177	2507423.012	2225585.845	459179.606	324945.4225	341109.5794
UTP_label9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glutamate_label0	52159204.15	41299241.61	34898441.86	4373775.126	9579719.158	9139454.866	15001499.68	14912312.33	8588811.512	6602488.999	8778036.435	3741840.165	12393580.54	4064201.256	13810327.56	8570247.359	8038304.389	6376722.439	8817980.535	14497530.19	7333894.164	5125448.059	8030244.351	4961029.353	14255567.93	11368541.08	14118331.49	5527964.186	8550786.196	19084691.6	8081220.183	6431925.939	7181024.42	5560740.225	5570180.481	6143348.922
Glutamate_label1	135682.0315	102013.5891	334676.0896	102280.3987	132063.0331	0	376860.5874	559430.7175	0	301862.1839	18772.27323	0	280019.6775	209786.144	629012.17	518730.5369	125344.8429	34424.92063	296048.1443	405057.632	310081.0397	0	0	0	0	0	176746.9012	700656.7022	1435581.141	2304208.718	1300089.404	1133637.978	825562.1549	40177.86306	0	132245.6405
Glutamate_label2	6071349.991	4943739.34	4874378.016	2996893.789	4821310.693	3960722.365	7944018.583	7764025.573	2498683.349	3271867.434	4093682.479	1384447.63	4135078.074	1116357.05	5580872.133	11294934.44	10230644.51	7022120.746	11301824.54	19886046.56	9436770.973	4095333.924	4742584.901	4122688.118	1650163.827	579050.4708	2048310.163	6158001.566	11508477.72	21695325.04	7898756.027	6893537.967	6153385.909	3345338.126	2288340.411	3111967.562
Glutamate_label3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5537236.754	17853999.12	1639184.452	0	0	0	0	0
Glutamate_label4	582616.8357	622422.6978	555634.8362	869073.5251	1921098.995	1500164.718	2396348.418	2313979.434	819991.7574	781431.8458	1018792.269	535072.2799	1407448.893	655773.4486	2465789.455	17463505.2	15504153.16	11780660.06	20126608.04	34143068.01	15745208.47	6161741.096	7265410.941	5569844.628	560498.3828	628769.2091	795804.2947	5983021.85	10848020.09	22068633.33	7290941.269	5808024.497	5453284.839	2477595.8	1802543.984	2130979.654
Glutamate_label5	275688.2914	191878.3388	132709.9688	300034.0038	695074.3312	788188.8759	1192167.192	953409.8921	319270.6906	307472.0367	378946.0876	208250.5734	827798.8607	249955.0082	1320023.345	9398136.247	8402951.134	5984216.525	11072783.91	17467134.52	8227147.769	3150885.847	3659562.219	3031253.09	414576.8559	441618.7834	544177.1121	5478764.97	10794994.43	21528928.59	6384644.514	5276505.219	4851139.763	2418865.443	1440192.201	2129720.717
Alanine_label0	42497828.5976955	42375459.0633847	37216462.3946799	21089516.4577135	19744888.5846368	23957680.904216	38771099.6749305	41829195.4231099	27941036.7170428	19843433.2418396	22690172.7364832	16354630.7600669	18116390.1633717	16912838.2305408	27532924.1913791	24358244.7957967	22142620.8021233	21143274.5190277	35624921.9175803	33989725.7548913	24741224.1717302	27439273.7854852	37699851.7933766	25177164.3234165	55146546.7383548	34917381.5127612	39218175.7796407	20324806.9874426	22659751.4869167	39663771.410139	19919721.0932135	13639551.5716395	10486617.184261	20641207.2634435	22066676.9255779	26106107.9652742
Alanine_label1	39206.9427141272	174117.991278377	0	0	0	0	249485.662978023	0	11553.7142859736	0	0	0	0	0	186329.223667169	0	125116.568401705	0	0	260931.253681126	0	0	0	0	949691.469411963	336401.971929938	698928.454604666	100832.483858521	450779.897738959	297875.447779054	46010.8588243747	89120.8007314625	0	2099.55742709871	0	0
Alanine_label2	460560.778355453	487132.949650254	361551.98282813	0	127112.317623622	276943.17570666	419058.699680646	478256.615704047	102841.154018687	57750.4184095503	170093.180902811	0	336897.230192821	1212530.88392017	2566494.70038115	2823646.86691813	2755169.07580148	1959808.02527015	2208374.36696142	3767474.49288568	2796480.88533769	2444885.10938909	2715936.79830359	2663931.43686257	2754760.84830256	2557341.80994729	3632147.40088092	2998430.55387331	3409592.79799607	4989051.60463027	2045668.10762685	1995325.75808075	3063813.42455071	2008625.09038926	2363590.02603226	3078872.48593203
Alanine_label3	10832192.0985078	10905734.206006	9254519.87050569	5344152.77652686	9885275.63995509	9640063.03515967	18333958.317792	17855613.5126039	9266164.36406467	7463445.35499342	7145380.10150606	4811766.73805488	13025727.0646597	33401629.3985715	71501595.2567063	86949664.3619863	80281311.1908994	65625028.7744694	60373779.5678708	109071572.912931	78379838.8825597	71827969.7355721	84594634.8056578	76970137.9483863	68381284.3042394	70207906.5524759	87538449.4473389	97680720.7096234	110573716.212315	170222883.435047	59662658.5898703	65170473.0219524	92169036.9462391	72436190.1351179	78559163.7198274	86794845.1342827
Aspartate_label0	52069987.6750596	58679762.1022834	43104687.9337553	2508320.60314072	16249593.3336013	21770966.4079639	27856698.8996422	43149785.632879	24336800.464944	9636261.4615374	14494447.3586022	5992005.32651157	17170901.5509327	2111489.93228918	13984751.4905979	12558492.2699028	21649634.1645916	18961147.3011039	26278933.8949822	30601308.7562676	19006910.0549429	18357814.5480666	31179866.1163873	15986669.9659813	44310406.9958725	16932686.497655	22438425.6567813	11129237.4061756	25978624.625887	15274506.2605523	18853997.2436343	6108852.89896886	7032711.38376343	12559434.3950472	16370567.5065169	19588922.9461708
Aspartate_label1	478584.532942534	155229.050550306	189255.733011906	0	0	41396.3189861457	29414.8904408336	133055.162104314	121066.159818595	0	0	30147.2685576385	139511.405901108	0	252006.618441179	0	345790.674931823	117450.839757412	806698.823944975	934177.961570845	831799.991987391	552401.428151994	858788.552413145	548721.609739792	0	0	0	188670.866323405	300503.528621885	0	191932.541154006	0	0	28770.9639081388	578133.361007264	506045.930730475
Aspartate_label2	3558254.00904161	3424973.35587566	2733303.05156537	293896.878516743	867836.953363095	1268509.73918146	4056549.49639738	3382878.77047719	1382881.7443017	0	628371.490009254	0	1082981.36294663	0	1167260.28037507	2456161.54280634	2408829.36195787	1488968.92899606	3893429.63148391	5660518.11072313	3176418.53956597	1850549.0049285	2863351.0359167	1941971.6226682	86025.7417517557	32768.3313725097	279406.800290945	261427.298356787	1133066.14809576	882823.956576296	909004.412743067	86389.1135418652	503610.429007459	317172.462795823	425272.270615975	686550.878987466
Aspartate_label3	8789124.04603493	7642024.26551829	6523405.57401102	1351382.98984969	6275157.18848666	6175013.46190781	19492359.9118144	16041164.0083366	7991152.04727429	1972762.30099101	3488378.81784404	1183839.71940652	977563.887100527	30519.5414232369	1326672.18496403	4744550.04755052	3904754.8806012	2905126.55709703	7300908.88372802	12574169.1117995	5686358.65263914	4309203.46239842	4976823.221458	3448253.61986336	1672767.99427665	672555.468881583	1069020.67857771	608806.10518532	1150899.1254348	1491626.78482127	1019487.18437788	802905.412846823	683183.783634716	225085.503476256	377108.73788916	511181.608607574
Aspartate_label4	283137.421405251	22122.5536898438	23232.1935173949	0	167429.070833514	283122.640651937	369912.72113223	303326.498788134	0	0	83253.5150072225	0	404840.8111942	0	630779.238644768	719899.409367064	333675.540081126	435008.653024929	974061.692245785	803995.859126685	923515.904090699	0	101217.772502791	92141.509761534	0	44692.8544422107	87757.2517219236	285043.783698977	844507.166247967	882267.454055268	583214.793387745	300710.889485029	326681.958717375	0	0	120339.654147635
Glutamine_label0	174448882.698137	120271702.216118	106985177.600438	8591809.84097918	26274341.0632284	28582338.4317951	132963005.55363	106147227.050643	44103289.1186039	23527049.3717474	26893406.2651558	13237762.8282706	4607296.28400091	4175849.5946758	21943846.484585	12774710.7633531	10289593.3087746	10250174.4979963	9159938.10500433	12775248.403044	8405422.66533316	13869652.316123	23339983.4502787	13135122.579293	96982732.3918754	26486470.871312	37960908.275514	16641806.9609622	40769108.1512845	66394548.9030625	13364951.7834658	7670123.34265016	12655527.6331911	24714026.926261	26694821.1488322	34848217.4282098
Glutamine_label1	620449.196096286	0	0	0	0	0	6729817.42153084	2445205.42227706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3661724.0148052	0	0	0	0	0	0
Glutamine_label2	18126148.5029669	12829651.0310232	10799152.4940534	3368708.34323401	11391045.5034577	13320333.0705759	64558400.0842483	49718575.1893186	19805040.5291136	9126818.86380416	11392563.4332864	4488442.07399577	836938.521615728	1560474.48979824	6753680.72872212	6357795.67585396	4269578.49519186	4302231.16024135	3652100.15126273	5005333.45246894	2451776.63325389	7373622.42726169	10129995.4179827	7223668.11333755	16113515.2918536	4271729.967804	6168466.33913348	11088899.8042097	30927220.5722439	47519245.7329021	5654030.25231383	4353106.67088494	5257307.35889589	15592456.0653595	13206623.9029916	20518307.6228129
Glutamine_label3	4042203.1008177	2732055.95474845	2202795.19297598	1410767.83420093	4427478.41968074	5098311.89166612	25985338.9670832	20292037.5857106	8190739.36671788	3263400.12999093	4382826.56315246	1449769.19350624	558330.480203344	571896.266445188	3835977.894524	2332494.56984921	1643011.95455286	1501297.16390386	1491450.6369808	1912144.35039449	1241789.24993011	3068534.28916815	3763665.62897574	2501328.00831984	8643721.77080197	2087426.91309716	3144704.56549472	6078960.79935625	18419072.4443918	29326958.6838662	3824045.88231647	2842640.61362995	3673463.35576854	6973981.1494856	5721466.62414391	8797868.66610746
Glutamine_label4	1774372.92679357	1054576.63888239	1028874.13447536	1260954.68680199	4496714.56579442	5264288.84131856	20606005.8688105	16358347.5151646	6347939.73893204	2667207.38038246	3216165.03707784	1198504.00096892	472836.254260117	644864.203835808	3797046.26973351	9364106.32603213	6724620.59315617	5763875.75166316	5067123.85902695	8062299.56507029	3381638.73806014	10852198.6490564	14188920.2020167	10078122.3105951	8874763.72661911	2372339.72598375	3233515.71342732	11314643.6657351	32453954.0878453	53698701.2533518	5343246.40351402	4068288.67147612	5156161.82225641	14727128.9194749	12739251.1443739	20265335.7091241
Glutamine_label5	628410.83301578	272568.16801882	391968.175568288	759078.910255353	2524045.07333924	2944417.48177553	10885270.6977554	8728619.64851561	3063365.78291399	1444109.9958562	1930925.36119312	544326.992598967	285697.843257836	555615.439664432	2098337.80951187	4885691.13888485	3165983.42813674	2910881.41055902	2992100.60922387	3938164.12584296	1809083.12841345	5354585.33674999	7617638.1293598	5125289.40370769	6605049.03702965	1583990.7369342	2461680.05094326	9756097.24143126	27574417.2903362	45164154.4582632	4343373.19780447	3349540.33529486	4059344.30282573	12026303.4261028	9886192.21197122	14775740.1125209
Glycine_label0	456107061.032005	440801861.392907	390560559.33983	351385748.144003	288508872.183558	350065257.70147	764825629.304049	684379995.895513	546261301.517654	353564923.804628	304971152.087378	345372150.775239	204375503.433146	152845354.673717	294662288.557169	539990286.990539	434522921.675196	467070583.994742	672698749.195513	877278536.797679	457540904.54394	527383042.389031	696404871.082043	490859640.928409	643598202.68348	263244743.360023	251611410.728073	393968688.316395	791086819.126078	1002643863.69525	363139210.641463	260733484.500766	261482791.724211	405750225.507212	367176375.54314	515771924.744977
Glycine_label1	0	0	0	0	0	30266.3296357356	1135039.52694701	1456254.41436811	0	0	611675.249029108	0	1626995.89818779	319661.204090511	0	0	1037743.83817362	910114.488533673	0	2370697.81326852	1040301.18513994	0	0	0	0	5824.64757452735	0	1269709.64739277	6404742.08949433	8113230.67419724	2320849.23720916	1415696.94976112	1331123.29269098	558033.940779393	914836.140696105	1708500.29628903
Glycine_label2	0	0	0	3379536.20780698	4260751.30313178	4689509.98132258	15132853.2690655	12896525.9960273	6093938.24199211	3187916.69170806	4035984.88528183	3118007.69692825	2800858.9420235	2020701.38650016	3261819.65829932	34318845.5323041	32711304.0440702	26566692.9440795	51428612.9058653	101490298.123329	36774549.6196175	40113142.6819518	52025060.3399082	32326801.0874477	4179273.16317429	3418839.3101912	3484904.94895936	27422793.4978735	88791150.9208906	134056475.874903	32124170.0662789	22408956.4513773	28645408.3720101	26601560.3518886	24145569.595044	38348089.8123061
Serine_label0	1808996485.12575	1672415346.94577	1542487335.27751	767551134.703101	1401631648.95252	1521823666.66316	2666209245.03105	2168814581.08495	1722951678.74107	1208074687.27257	1284933688.77345	1165847089.48888	1144563596.93688	281222253.110572	1018788094.25319	1755940589.92104	1586811859.18687	1472213275.14156	1948717140.53969	2011517922.73592	1416716245.8085	1578983388.75065	1763002178.46668	1430155975.59841	2215007427.78719	1130590845.32352	1283998479.34322	1163732862.09857	1901580057.00794	1895013731.21739	1430293986.72646	1189907606.0399	1066238816.15533	1655714796.95074	1360814825.43421	1563998865.95295
Serine_label1	0	0	0	0	5656551.64155338	6313161.39914572	12521427.0450472	9913537.96119784	4063297.96706866	6472508.60191569	1349971.17359901	3280426.77526134	0	0	0	100669598.509621	77667337.6864193	61228408.5059558	88342957.1979676	151926697.44193	105061272.393707	132607574.207705	140992666.617607	133926861.924281	416931.103961835	0	0	48623727.5451906	63952958.0583116	80996251.4705423	38717197.9630446	43255727.0589681	70683845.7595775	93204743.4820591	87201333.6150034	117247009.099049
Serine_label2	0	0	0	2601803.97703171	6980913.62083828	7001144.13849948	13911650.0686363	11382459.3914728	5669121.63295538	7298338.50572986	7490674.67795753	4968044.85018967	0	0	318894.37472593	60096361.4698284	49045099.5083873	39244005.0619534	53271055.7596246	94537496.7989605	62145617.6606644	80724239.8082142	88370109.4867894	81918677.6119383	403334.499086775	223435.508362381	302184.065009038	28917594.0626822	37625299.2525117	47389126.3653906	20278943.8091423	23134561.840239	36737520.5625376	54318489.3437874	52561209.0184473	68466278.1895217
Serine_label3	292811.030148885	325305.543765301	351239.95227383	3560033.88821059	9251135.34864081	8807527.16619035	20884499.7251488	16893788.9514739	9317358.32344176	9406375.00403463	8015607.9242748	6778972.11872882	472278.321810682	144885.93562013	653480.828103547	48679171.1326257	40470373.2459848	32706992.0741381	69298141.2221016	122240367.314675	85923744.2182806	72095157.3444792	75926298.9447881	71101134.6544765	1549114.70448506	571812.316992944	1058561.6930095	20090113.3855816	25094055.485356	32159003.143317	21459691.2289612	25614745.1785577	42177723.2629568	41965516.6337332	40326314.7571428	53083010.8042515
2_3-PG_label0	2185431.556	1958221.269	2283734.943	206171.4626	285834.0353	206147.3145	93224.37101	108440.8411	121393.6867	298441.8262	268050.3636	360853.6529	707218.2078	1402972.376	1358127.536	36413.27637	27367.17784	34177.9997	23653.6158	30391.99328	34714.5081	26381.30429	23698.7623	29674.89889	703151.9167	856725.4533	961394.0385	60523.60676	24487.25116	13393.81139	44255.11828	62120.53293	68347.60006	42043.98974	56438.37354	37427.49772
2_3-PG_label1	0	0	0	0	0	0	0	0	0	0	0	0	20285.21129	13618.86655	12883.90402	0	0	0	0	0	0	0	0	0	9099.30813	0	0	0	0	0	0	0	0	0	0	0
2_3-PG_label2	88563.9783	85663.61931	97039.52603	133780.182	161461.2364	119358.6129	100865.2825	120532.5605	123434.0823	200778.0533	197229.6694	247336.7766	138851.4978	137039.0852	165271.8054	182631.3947	132170.3807	211833.8748	81691.55092	179166.1453	120819.925	146120.9923	89966.23931	125127.0329	35196.39397	34163.9901	37498.28763	104482.7071	70620.9508	49853.55214	60986.24241	88536.43351	110086.5397	20998.75488	22388.47005	21257.21399
2_3-PG_label3	6037919.454	5727967.893	6517648.088	8358749.348	10271010.45	8108823.141	6883413.999	8125157.473	8223956.569	11787744.65	11554464.86	13482643.24	5503525.07	5573415.149	6123883.187	10505228.3	8376820.028	11908511.32	6128008.562	10715121.67	7772556.109	9033424.374	6122480.462	8110283.297	1808396.988	2237113.191	2446548.943	6534156.515	4623729.509	3617653.598	3941580.889	5435245.396	6346199.108	1641241.102	1488116.365	1673205.23
2-OHGLu_label0	7052697.599	7337220.631	7457794.483	5550339.322	6072872.833	5642844.164	3316079.663	4289594.081	3517756.692	5893256.269	7454336.274	7702640.328	3245454.805	3264545.666	3314207.773	3855047.791	3216178.72	2914028.633	1661013.085	1597271.171	2144460.674	3102049.195	4066632.965	2901023.221	2464867.606	2190608.337	2650274.946	5742702.469	5638322.779	5783770.589	4472817.098	4787568.276	4276972.751	7496654.147	6077978.087	6881666.103
2-OHGLu_label1	0	0	0	0	0	0	0	0	0	0	0	0	32061.28199	44972.70565	72524.50989	0	0	0	0	0	0	0	0	0	25411.89992	49432.48822	39126.4074	260330.3705	288687.9094	265006.3787	390052.5006	507541.2143	411608.4316	127975.2859	75887.68544	74145.2984
2-OHGLu_label2	0	0	0	62163.30727	108839.8963	82484.8575	35110.19455	40775.54644	46307.71773	9976.217534	53035.94662	75074.27879	648391.1635	644448.0801	792967.5905	3114533.603	2691689.195	2139416.89	634239.7817	606434.4524	1058535.464	1845577.773	1611494.416	1746475.797	194675.1795	253656.25	263863.9772	5961625.431	5859584.249	5982162.504	4088176.066	4796019.182	4458451.221	6012803.217	4357806.114	5077692.884
2-OHGLu_label3	10894.88415	37284.25074	21384.22568	33950.03875	57015.80123	48395.03617	18135.7733	34415.17618	35456.08265	16218.60873	34068.8323	59686.54119	292273.8795	330463.2062	411403.8789	964673.6406	804919.6602	649041.1956	216959.0227	203852.0953	396905.2551	474922.8927	479959.6627	460638.2245	139444.5684	183806.1376	189491.8669	2964287.228	2935507.391	2930623.082	2579452.54	3124709.399	2769509.463	2115857.203	1485423.251	1710100.953
2-OHGLu_label4	0	7235.713458	6325.392538	31513.15643	43506.47502	38350.24583	15651.26338	19564.75356	17681.09417	18965.84568	23046.25122	29715.86922	281746.2973	268742.2627	351853.296	5436469.924	4706821.45	3766794.912	1302575.312	1268470.514	1953296.062	3200529.756	2732129.436	2954527.23	89363.44261	115222.1666	122189.8302	6920361.313	6797073.912	7002364.168	4147108.461	4859818.769	4635429.064	6276117.334	4614249.706	5361311.262
2-OHGLu_label5	0	26177.25334	20442.93313	27688.74195	43567.73063	39818.50229	12265.1464	21875.13525	24659.15595	0	17896.32501	36216.68989	252610.3982	413132.7066	540641.1973	2769721.539	2302254.26	1869001.523	681301.3592	644643.323	1082740.212	1488534.123	1298081.886	1412762.662	459582.9204	633663.3185	723492.487	5316609.943	5291927.332	5427080.092	3252770.771	3849110.167	3574446.72	4333075.972	3053391.05	3555612.354
6-PG_label0	307451.8235	300465.0792	355671.0904	309932.3475	342540.1698	285623.8838	154953.6702	165583.6439	171443.0987	253560.3827	242260.6594	312674.8315	232262.835	458725.0639	317460.6052	101608.1805	84940.35902	75141.26492	135763.4988	144001.6175	199976.2387	85240.79781	67359.24717	75466.74027	141508.522	172951.0904	171128.8245	51204.25212	36128.86644	27752.56306	45682.49186	68461.11428	62442.72234	72569.96014	50707.62042	51302.53037
6-PG_label1	1432.689533	0	0	0	0	0	0	0	0	0	0	0	11989.17278	16513.31114	4578.149607	0	0	0	0	0	0	0	0	0	2996.434697	4292.005233	4192.056658	0	0	0	0	0	0	5335.709802	0	2943.786996
6-PG_label2	31941.54836	28272.87734	35165.02151	0	0	0	0	0	0	0	0	0	15030.62566	18815.90658	15887.72891	0	0	0	0	0	0	0	0	0	3028.055886	1650.81833	2494.023251	5600.147974	7959.956987	5442.072469	8233.369933	13036.98448	10186.1773	16789.12325	8427.233523	8834.859102
6-PG_label3	199404.9658	179886.8849	202833.781	7664.136895	8906.391308	6669.714525	5270.094475	6042.343545	6340.428784	0	0	7071.048454	92431.9307	96695.21541	113677.4207	0	0	0	0	0	0	0	0	0	18035.34769	23303.94046	24295.11118	17329.24092	10493.63961	10495.89189	14285.04468	24885.36933	18642.72092	14443.42461	9027.351907	9470.214301
6-PG_label4	28443.99762	25349.16735	33244.33466	11950.01113	11674.22491	10246.94895	7269.129043	13362.50826	0	9922.705217	15475.23458	20377.21486	46113.62786	47068.97272	52651.72525	45346.04708	36334.93958	32724.48637	19716.5559	17116.88586	25313.03011	34524.35854	26037.70094	32010.48202	11147.35876	12842.91016	16035.56112	62691.03865	51707.0219	34948.20051	46746.00737	64157.44446	51180.02153	48713.72113	24795.25519	32154.33289
6-PG_label5	310431.0046	278026.8703	323697.7459	520904.6672	608128.1002	497246.1074	350974.7598	480090.0383	351891.0405	405342.3913	815587.5165	868426.7316	421442.0032	404141.9089	444139.5023	2390706.721	1802278.633	1818777.974	928634.6192	969701.6501	1177980.809	1807036.326	1207909.718	1739193.278	62710.47278	71779.67104	75157.49212	2118719.685	1754102.602	1122254.019	1153097.495	1576129.333	1401574.387	940490.0603	342445.6765	700291.1951
6-PG_label6	2579073.189	2382460.1	2690894.375	7423820.948	8341569.748	7060776.776	4452678.476	5232740.059	4715964.437	5394323.444	7384800.665	8693515.641	3190611.534	3026642.748	3357293.783	15231875.3	12525321.98	13436262.43	6170605.372	8653517.387	8809092.454	11279297.92	8040213.605	9780146.306	1032813.243	1104174.366	1184057.633	11397873.42	9399459.86	7981062.691	6971060.584	9310682.627	9266740.487	3736952.624	2540210.974	3657011.932
a-KG_label0	1172097.907	1228173.247	1382017.303	441807.2042	612669.4773	647917.1357	391893.5957	443631.6304	464330.9057	552526.6043	482434.0877	668544.802	610083.0031	4095308.917	4483808.033	1476617.063	1056307.521	761472.973	576003.5333	481005.1141	926956.021	572619.741	546375.578	603938.5237	10311561.96	13964610.51	16253229.78	622581.4451	654618.4553	1087431.783	589959.8062	913351.3804	947948.145	404646.41	386613.7682	513872.5749
a-KG_label1	0	0	3386.621841	6581.125045	12456.03716	21722.40797	9937.67146	10298.18922	16971.97253	0	2085.213699	18900.88043	17766.58052	165675.6018	182255.3685	77677.31383	46821.38405	42394.69658	32378.25565	33821.56306	61057.00948	28170.23998	32113.8241	35046.77133	156606.3322	313306.6794	374193.5422	62342.90057	80805.27094	113136.2656	107512.8088	202256.8337	186303.2737	22063.42589	32581.51669	39623.69516
a-KG_label2	82953.77022	110579.8698	132964.3013	70778.42058	118643.5176	133695.1507	46718.56143	74057.80489	102085.6772	46309.55877	54983.84668	98248.93696	159795.0313	1446128.144	1629812.537	1907292.33	1596531.466	1051821.819	729408.8969	476999.7801	1445354.56	636158.2851	415566.8382	651396.9224	2051196.24	2904376.618	3402307.408	692349.1767	718785.9216	1152112.569	763309.8401	1186086.46	1263532.475	258408.8727	232918.0954	361274.1059
a-KG_label3	16165.1334	20276.43592	27674.57941	22143.37798	32170.99354	33557.30088	12990.46272	20862.72184	31454.30722	13728.65106	12489.92256	20211.27089	53522.68827	590257.2934	694852.7937	623361.4049	483118.3355	323172.6903	264567.9371	131417.3268	586593.3279	149649.632	103268.9093	166286.257	890443.0507	1327311.033	1534711.855	424393.2412	400464.4448	655635.1476	606598.2188	928636.5128	953809.5767	102175.4388	84387.33604	131225.8553
a-KG_label4	6950.35723	10711.5845	0	21225.1587	33085.30969	36960.91832	8005.942435	14893.85283	20588.99596	9561.259531	10809.82522	13667.29631	62893.85249	625683.1717	729923.4989	3267732.931	2762185.304	1830498.088	1306729.341	832654.9773	2395246.942	1099424.672	647876.2431	1033090.529	990619.232	1406536.043	1714020.391	736767.6374	705090.2038	1183668.054	743755.6891	1135604.227	1250294.946	254517.5884	191318.2753	306075.9215
a-KG_label5	0	0	0	0	0	0	0	0	0	0	0	0	74583.80623	457469.0787	541537.8228	1721462.381	1381372.254	947285.2555	694736.349	394154.8561	1373895.225	489385.3877	299919.5187	494125.676	740593.6334	1073481.003	1276503.222	738287.5573	664664.2266	1100455.444	722174.006	1031242.516	1089981.454	238209.5127	159911.8992	253599.9126
Cit_label0	7650672.176	8361921.496	8232006.899	3639184.111	3835186.021	3841051.892	2408857.505	3550831.35	3078934.983	3640417.161	3010167.195	3734034.341	3598845.288	5572225.422	5017553.155	3350676.17	2780310.907	2595870.425	2048939.326	1942876.955	3172159.111	2409286.436	2439421.505	2379355.51	3571918.965	4702980.903	5542239.117	2895151.453	1796905.597	1278340.685	2580274.072	3224162.52	3131027.433	1629187.516	2157942.234	1903940.908
Cit_label1	47214.21759	80605.21054	82487.69471	0	5642.249156	29749.18838	6167.608149	28010.13805	7541.799673	0	0	0	113776.3026	150101.8943	367931.0036	206041.2034	167996.5509	143030.1937	135603.4186	153584.9294	181672.1984	142921.9644	140572.2633	138969.1907	60952.42975	158749.9169	211987.2879	171730.3118	136248.9795	68294.66675	252139.6936	321121.7228	290476.2817	48642.1266	53145.19491	47284.9595
Cit_label2	1298475.246	1278324.379	1421013.86	834839.4782	924585.3381	789515.4345	501910.4832	598550.5575	559382.3999	493917.0713	411397.8949	374593.2272	960329.5819	1924451.987	2155279.904	3316645.42	3032109.913	2331314.938	1497033.878	1756112.148	2746570.299	1554160.456	1302953.033	1610754.308	1206742.285	1936675.138	2328888.006	2132895.271	1076835.186	843287.0492	1552735.877	2455849.406	2865595.997	579842.6917	843684.3285	922584.1065
Cit_label3	684192.6616	651139.672	722333.7554	889802.9149	1013932.124	820362.4769	566644.5846	683670.7377	675976.879	585243.7305	403561.4456	367726.5103	350505.7764	975007.4795	1083443.498	1512552.578	1309751.157	1002926.104	830148.4351	949797.2949	1624320.179	552194.2884	420251.951	592079.7106	601470.7804	931446.3635	1127252.113	1096634.556	584782.4183	475189.5449	1192419.491	1786478.599	1953689.099	182677.0598	298420.9537	308149.8918
Cit_label4	54995.46545	58002.23256	71510.97277	215534.0325	232187.4598	186913.3787	59755.60425	83295.67804	82710.68763	86968.67392	56492.13064	57220.68868	374725.5092	903525.4328	926780.5152	4401035.422	3925133.167	2942450.505	2076289.569	2268322.438	3777444.324	1555535.76	1195054.908	1593964.291	557623.5727	891028.158	1057776.081	2406117.812	975475.9394	786768.152	1633526.617	2757851.23	3298950.669	491335.4893	770753.2419	781195.6168
Cit_label5	129412.7486	125900.2403	140274.1251	520405.0021	605895.3614	454933.2192	184049.3476	229082.8186	213892.8857	170691.4223	112152.4458	105551.4139	368064.0471	920755.3425	957810.7391	4298813.787	3745478.97	2947353.865	2189087.178	2604059.202	3869676.542	1678016.697	1297920.573	1700147.853	638953.4051	976434.2967	1156141.45	2146205.318	886729.9022	724184.093	1485698.479	2541007.983	3031146.753	402611.8663	639003.0655	647477.6604
Cit_label6	0	0	0	4310.989009	4779.143302	2189.157355	0	0	1623.75617	2031.189282	0	0	29383.01002	71607.92657	76489.0575	276946.1261	138777.7634	115041.4509	145167.5537	52080.03692	346052.204	15450.28029	13831.50752	19043.7161	45377.36631	74361.86506	92386.78168	94978.87897	73392.73627	75424.98906	132744.9068	177159.7209	180228.3808	29960.34452	23504.72813	35976.50785
